"Index" "Open" "High" "Low" "Price"
"2020-07-24" 204.490005 206.320007 202.449997 203.710007
"2020-07-27" 202.25 202.539993 195.770004 198.839996
"2020-07-28" 198.75 202.160004 197.179993 197.559998
"2020-07-29" 198.910004 205.5 198.529999 203.020004
"2020-07-30" 200.259995 200.770004 196.210007 198.610001
"2020-07-31" 198.529999 199.270004 190.839996 192.990005
"2020-08-03" 193.139999 193.690002 188.179993 191.289993
"2020-08-04" 191.580002 199.110001 191.289993 198.490005
"2020-08-05" 199.880005 203.300003 198.110001 201.960007
"2020-08-06" 200.850006 206.600006 200.850006 204.009995
"2020-08-07" 204 204.369995 201.410004 203.880005
"2020-08-10" 205.360001 220.449997 205.020004 219.119995
"2020-08-11" 221.929993 226.360001 214.669998 216.190002
"2020-08-12" 217.839996 218.720001 212.330002 217.779999
"2020-08-13" 215.529999 223.110001 215.529999 222.419998
"2020-08-14" 222.520004 226.589996 219.130005 225.419998
"2020-08-17" 226.429993 229 220.440002 224.080002
"2020-08-18" 222.869995 223.580002 215.789993 216.240005
"2020-08-19" 215.240005 218.369995 212.169998 213.360001
"2020-08-20" 208.5 210.009995 203.899994 205.399994
"2020-08-21" 204.389999 215.199997 203.990005 214
"2020-08-24" 214.940002 222.5 210.479996 222.5
"2020-08-25" 223.270004 224 217.5 219.779999
"2020-08-26" 219.020004 223.490005 216.059998 220.759995
"2020-08-27" 222.490005 226.139999 219.610001 223.949997
"2020-08-28" 253.949997 256.600006 234.550003 237.020004
"2020-08-31" 235.199997 237.699997 230.800003 232.179993
"2020-09-01" 230.529999 233.100006 227.820007 232.880005
"2020-09-02" 233.610001 238.139999 230 237.660004
"2020-09-03" 237.979996 242.580002 234.729996 238.039993
"2020-09-04" 239.330002 244 236.229996 240.509995
"2020-09-08" 234.169998 239.720001 233.029999 233.25
"2020-09-09" 233.720001 237.130005 232.199997 235.399994
"2020-09-10" 239.270004 242.899994 231.589996 232.100006
"2020-09-11" 233.429993 233.970001 223.399994 228.899994
"2020-09-14" 231 234.630005 230.190002 234.139999
"2020-09-15" 236.110001 241.229996 235.860001 237.320007
"2020-09-16" 238.720001 244 233.25 239.940002
"2020-09-17" 235.919998 238.899994 232.509995 234.729996
"2020-09-18" 236.740005 238.630005 230.070007 231.740005
"2020-09-21" 226.789993 227.080002 220.529999 225.880005
"2020-09-22" 227.199997 230.5 222.100006 223.960007
"2020-09-23" 224.149994 228.139999 216.179993 217.039993
"2020-09-24" 215.850006 221.869995 212.059998 215.589996
"2020-09-25" 215 218.279999 212.330002 216.830002
"2020-09-28" 221.690002 227.929993 219.070007 225.740005
"2020-09-29" 224.960007 225.929993 218.479996 222.880005
"2020-09-30" 223.429993 229.130005 222.160004 223.979996
"2020-10-01" 226.960007 229.509995 224.539993 228.630005
"2020-10-02" 223.940002 230.979996 222.979996 228.679993
"2020-10-05" 230.479996 234.710007 227.710007 233.779999
"2020-10-06" 234.949997 235.919998 225.020004 225.580002
"2020-10-07" 229.169998 232.320007 226.490005 229.490005
"2020-10-08" 232.559998 238.270004 231.669998 237.419998
"2020-10-09" 239.339996 240.639999 232.779999 233.550003
"2020-10-12" 235.449997 242.779999 234.059998 237.899994
"2020-10-13" 237.649994 241.449997 235.419998 238.399994
"2020-10-14" 239.990005 244.130005 238.419998 239.669998
"2020-10-15" 235.699997 239.990005 234.169998 238.940002
"2020-10-16" 240.589996 243.369995 237.160004 242
"2020-10-19" 243 245.690002 234.559998 235.449997
"2020-10-20" 237.089996 237.919998 231.699997 232.729996
"2020-10-21" 233.139999 235.160004 228.509995 232.850006
"2020-10-22" 233.869995 236.039993 227.740005 236
"2020-10-23" 236.589996 236.589996 231.339996 235.110001
"2020-10-26" 231.320007 231.800003 214.899994 220.970001
"2020-10-27" 220.100006 221.639999 213.190002 213.380005
"2020-10-28" 209.949997 209.949997 200.5 201.429993
"2020-10-29" 201.320007 208.240005 201 205.619995
"2020-10-30" 203.850006 207.889999 201.110001 206.770004
"2020-11-02" 209 211.440002 206.800003 210.779999
"2020-11-03" 213.820007 218.850006 212.470001 217.529999
"2020-11-04" 217.520004 222.509995 216.5 217.320007
"2020-11-05" 221.229996 222.5 213.699997 214.259995
"2020-11-06" 214.990005 216.070007 210.009995 215.020004
"2020-11-09" 239.490005 276.049988 239.300003 247.199997
"2020-11-10" 262.609985 273.690002 257.869995 265.48999
"2020-11-11" 264.519989 264.519989 251.699997 255.419998
"2020-11-12" 255.600006 258 245.619995 248.080002
"2020-11-13" 250.919998 263.779999 249.179993 262.350006
"2020-11-16" 270 276.910004 262.609985 275.290009
"2020-11-17" 272.529999 278.829987 266.700012 276.200012
"2020-11-18" 276.149994 287.23999 274.079987 274.209991
"2020-11-19" 272.079987 277.769989 268.73999 274.859985
"2020-11-20" 271.089996 278.029999 271.089996 273.649994
"2020-11-23" 275.690002 284.339996 273.779999 282.869995
"2020-11-24" 280.5 287.029999 279.549988 284.709991
"2020-11-25" 279.679993 280.869995 272.730011 279.540009
"2020-11-27" 281.26001 284.269989 277.640015 281.290009
"2020-11-30" 282.649994 283.970001 274.559998 275.399994
"2020-12-01" 273.839996 281.100006 270.73999 279.529999
"2020-12-02" 276.019989 283 273 282
"2020-12-03" 283.950012 293.519989 282.440002 289.529999
"2020-12-04" 280.25 289.899994 276.559998 279.540009
"2020-12-07" 278.100006 278.170013 269.640015 273.26001
"2020-12-08" 270.570007 273.910004 267.670013 272
"2020-12-09" 271.75 277.040009 270.23999 275.660004
"2020-12-10" 274 274.809998 271.079987 272.130005
"2020-12-11" 269.959991 269.959991 263.170013 265.390015
"2020-12-14" 269.079987 272 265.079987 265.790009
"2020-12-15" 268.700012 268.929993 261.429993 267.549988
"2020-12-16" 268.440002 271.369995 265.75 269.920013
"2020-12-17" 271 273.649994 268.190002 272.779999
"2020-12-18" 272.01001 273.690002 266.570007 268.429993
"2020-12-21" 260.779999 269.369995 258 268.140015
"2020-12-22" 268.109985 269.649994 262.859985 265.089996
"2020-12-23" 267.75 272.529999 267.399994 268.459991
"2020-12-24" 267.329987 268.390015 263.929993 264.640015
"2020-12-28" 266.609985 279.429993 265.049988 278.170013
"2020-12-29" 279.899994 282.420013 275.209991 277.339996
"2020-12-30" 276.190002 284.839996 276.190002 282.980011
"2020-12-31" 282.549988 288 279.829987 287.160004
"2021-01-04" 287.160004 289.649994 280.089996 282.470001
"2021-01-05" 282 284.570007 277.850006 280.359985
"2021-01-06" 282.640015 292.600006 281 291.190002
"2021-01-07" 292.579987 295.630005 289 292.420013
"2021-01-08" 292.73999 297.589996 290.730011 294.26001
"2021-01-11" 290.359985 294.73999 288.190002 290.179993
"2021-01-12" 291.380005 294.820007 288.959991 294.220001
"2021-01-13" 294.399994 295.049988 292.200012 294.01001
"2021-01-14" 296.619995 305.200012 294.790009 301.790009
"2021-01-15" 300.160004 305.950012 298.51001 301.850006
"2021-01-19" 305.01001 310.48999 291.190002 293.170013
"2021-01-20" 294.649994 296.859985 290.700012 295.399994
"2021-01-21" 293.920013 305.700012 293.5 300.23999
"2021-01-22" 299.079987 308.059998 298.089996 299.920013
"2021-01-25" 299.540009 303.540009 293.73999 295.73999
"2021-01-26" 297.660004 297.899994 290.869995 295.720001
"2021-01-27" 286.410004 291.359985 281.279999 287.440002
"2021-01-28" 290.380005 295 288.799988 290.820007
"2021-01-29" 290.100006 291.01001 279.5 279.76001
"2021-02-01" 282.029999 283.170013 276 282.209991
"2021-02-02" 284.209991 291 284.209991 287.149994
"2021-02-03" 287.829987 294.720001 287.76001 288.980011
"2021-02-04" 289.730011 295.850006 289.730011 295.589996
"2021-02-05" 297.899994 303.369995 297 302.029999
"2021-02-08" 302.690002 316.209991 301.559998 315.950012
"2021-02-09" 314.589996 320.679993 314.589996 319.079987
"2021-02-10" 318.269989 320.920013 312.119995 315.700012
"2021-02-11" 315.649994 322.109985 314.700012 320.850006
"2021-02-12" 320.109985 321.230011 317.5 319.880005
"2021-02-16" 319.820007 330.890015 317.5 327.769989
"2021-02-17" 328.880005 329.769989 322.230011 324.549988
"2021-02-18" 321.790009 322.209991 316.329987 318.970001
"2021-02-19" 320.119995 325.100006 319.559998 321.790009
"2021-02-22" 314.019989 335.130005 314.019989 327.910004
"2021-02-23" 327.089996 331.290009 318.130005 328.059998
"2021-02-24" 326.049988 336.290009 324.940002 334.079987
"2021-02-25" 337.220001 338.26001 327.459991 327.679993
"2021-02-26" 329.320007 332.269989 320.73999 322.329987
"2021-03-01" 326.769989 340.149994 326.769989 337.420013
"2021-03-02" 338.869995 341.5 335 336.820007
"2021-03-03" 337.399994 343.170013 334.230011 334.390015
"2021-03-04" 333.519989 333.880005 317.200012 324.399994
"2021-03-05" 330 335.059998 319.23999 333.369995
"2021-03-08" 341.850006 349.209991 335.410004 345.769989
"2021-03-09" 349.609985 349.609985 338.73999 339.049988
"2021-03-10" 340.709991 343.980011 338.429993 343.140015
"2021-03-11" 343 351 341.290009 347.5
"2021-03-12" 317.399994 325.600006 306.059998 318.149994
"2021-03-15" 318.380005 322.880005 313.359985 322.48999
"2021-03-16" 320.179993 320.179993 308.690002 312.26001
"2021-03-17" 313.450012 320.410004 312.359985 319
"2021-03-18" 319.5 326.799988 313.799988 319.230011
"2021-03-19" 319.410004 324.609985 317.609985 321.839996
"2021-03-22" 320 321.029999 313.200012 315.089996
"2021-03-23" 313.5 314.230011 308.26001 309.529999
"2021-03-24" 310.959991 313.970001 300.850006 301
"2021-03-25" 299.01001 309.380005 297.290009 306.589996
"2021-03-26" 309 309.380005 300 303
"2021-03-29" 301.5 308.429993 301.440002 306.179993
"2021-03-30" 305.929993 312.459991 305.290009 308
"2021-03-31" 306.51001 313.649994 304.339996 309.170013
"2021-04-01" 311.429993 315.019989 307.790009 313.619995
"2021-04-05" 316.109985 321 313.130005 319.769989
"2021-04-06" 320 323.820007 315.230011 315.470001
"2021-04-07" 314.609985 319.649994 314.609985 316.109985
"2021-04-08" 318.290009 322.700012 318.25 320.029999
"2021-04-09" 321.279999 322.720001 318.799988 322.220001
"2021-04-12" 322.970001 328.540009 322.01001 327.790009
"2021-04-13" 327.190002 332.730011 320.529999 332.070007
"2021-04-14" 334.980011 340.269989 328.420013 329.049988
"2021-04-15" 330.23999 331.809998 325.890015 326.320007
"2021-04-16" 329.059998 332.149994 326.670013 330.709991
"2021-04-19" 330.23999 330.570007 325.959991 328.26001
"2021-04-20" 324.98999 327.829987 313.179993 316.940002
"2021-04-21" 316.890015 323.700012 316.290009 322.630005
"2021-04-22" 324.75 328.329987 320.890015 323.809998
"2021-04-23" 324.369995 329.790009 323.390015 328.440002
"2021-04-26" 331.089996 333.899994 325.369995 328.290009
"2021-04-27" 329.959991 331.609985 328.01001 329.149994
"2021-04-28" 329.880005 330.98999 326.369995 326.859985
"2021-04-29" 329.649994 331.290009 326.420013 328.899994
"2021-04-30" 327.929993 333.859985 326.390015 329.350006
"2021-05-03" 330.399994 334.410004 323.98999 324.279999
"2021-05-04" 322.220001 322.910004 314.730011 320.809998
"2021-05-05" 323.920013 324.309998 317.559998 318.940002
"2021-05-06" 319.179993 321.529999 315.119995 316.959991
"2021-05-07" 316.589996 323.609985 316.26001 322.73999
"2021-05-10" 322.540009 330.790009 321.929993 322.339996
"2021-05-11" 316.459991 317.73999 306.089996 312.299988
"2021-05-12" 309.859985 313.5 299.769989 302.26001
"2021-05-13" 304.399994 313.910004 304.399994 311.660004
"2021-05-14" 312.23999 324.98999 312.23999 324.279999
"2021-05-17" 327.98999 330.890015 324.109985 329.809998
"2021-05-18" 330.350006 333.160004 326.630005 326.880005
"2021-05-19" 322.579987 324.359985 315.73999 319.329987
"2021-05-20" 319.23999 321 314.209991 318.619995
"2021-05-21" 322.799988 324.899994 315.5 316.079987
"2021-05-24" 318.440002 319.75 312.350006 315.820007
"2021-05-25" 318.799988 323.440002 317.130005 320.98999
"2021-05-26" 322 328.549988 321.459991 327.48999
"2021-05-27" 329 329.579987 320.320007 328.359985
"2021-05-28" 343.200012 351.720001 340.609985 345.359985
"2021-06-01" 346.700012 348.359985 337.079987 343.179993
"2021-06-02" 344.570007 344.579987 333.51001 336.790009
"2021-06-03" 334.829987 335.970001 328.279999 332.950012
"2021-06-04" 334.690002 335.26001 323.109985 326.619995
"2021-06-07" 328.700012 332.820007 327.26001 332.799988
"2021-06-08" 332.559998 342.329987 332.559998 341.329987
"2021-06-09" 341.98999 343.700012 332.549988 332.679993
"2021-06-10" 333 335.679993 329.109985 332.01001
"2021-06-11" 333.130005 338.540009 332.910004 338.459991
"2021-06-14" 337.929993 338.769989 331.790009 336.790009
"2021-06-15" 335.730011 337.420013 330.359985 332.649994
"2021-06-16" 332.070007 332.470001 325.779999 331.829987
"2021-06-17" 333.049988 334.970001 324.339996 328.339996
"2021-06-18" 325.380005 330.769989 325.220001 327.190002
"2021-06-21" 326.920013 334.980011 326.269989 334.899994
"2021-06-22" 335.549988 338.209991 333.109985 335.670013
"2021-06-23" 334.589996 342.799988 332.579987 341.179993
"2021-06-24" 343.390015 351.940002 343.380005 351.850006
"2021-06-25" 353.579987 356.309998 346.279999 348.859985
"2021-06-28" 350.25 351.459991 340.839996 343.119995
"2021-06-29" 343.179993 347.420013 342.119995 343.769989
"2021-06-30" 344.540009 346.940002 342.190002 345.769989
"2021-07-01" 346.98999 352.649994 346.959991 348.980011
"2021-07-02" 354.649994 354.649994 347.630005 351.899994
"2021-07-06" 351.899994 352.670013 347.119995 351.970001
"2021-07-07" 352.720001 353.920013 340.01001 340.799988
"2021-07-08" 337.160004 338.420013 326.839996 335.329987
"2021-07-09" 338.950012 344.329987 338.950012 343.649994
"2021-07-12" 341.380005 344.5 337.899994 342.839996
"2021-07-13" 342.070007 342.98999 338.23999 339.309998
"2021-07-14" 344.070007 349.700012 341.399994 342.279999
"2021-07-15" 340.279999 344.829987 337.619995 340.970001
"2021-07-16" 342.829987 343.73999 330.51001 332.119995
"2021-07-19" 326 327.48999 319.049988 323.670013
"2021-07-20" 323.679993 336.25 322.279999 334.5
"2021-07-21" 336.220001 346.799988 334.190002 341.649994
"2021-07-22" 342.179993 342.179993 337.630005 340.320007
"2021-07-23" 341.299988 344.410004 340.329987 341.579987
"2021-07-26" 342.950012 345.720001 339.709991 344.269989
"2021-07-27" 344.059998 344.059998 329.480011 337.519989
"2021-07-28" 338.179993 341.820007 331.549988 333.970001
"2021-07-29" 336 339.299988 332.549988 334.609985
"2021-07-30" 333.600006 342.679993 332.359985 335.799988
"2021-08-02" 337.5 342.700012 335.929993 336.76001
"2021-08-03" 338.790009 347.329987 335.73999 346.660004
"2021-08-04" 345.130005 349.73999 340.910004 342.570007
"2021-08-05" 345.170013 351.660004 343.369995 351.649994
"2021-08-06" 352.51001 355 349.910004 352.98999
"2021-08-09" 352.019989 356.640015 347.380005 352.649994
"2021-08-10" 351.859985 364.26001 351.029999 361.73999
"2021-08-11" 361.51001 367.149994 358.709991 366.829987
"2021-08-12" 368 372.220001 366.700012 371.910004
"2021-08-13" 372.040009 374.470001 368.899994 371.850006
"2021-08-16" 372.649994 373 366.410004 369.670013
"2021-08-17" 366.589996 368.200012 356.399994 360.73999
"2021-08-18" 360.869995 367.980011 357.76001 361.720001
"2021-08-19" 357.220001 363.829987 355.23999 360.859985
"2021-08-20" 361.100006 367.209991 357.609985 366.769989
"2021-08-23" 370 376.359985 369.369995 370
"2021-08-24" 371 378.100006 370.890015 373.850006
"2021-08-25" 374.390015 390.679993 367.170013 389.899994
"2021-08-26" 411.079987 414.980011 386.029999 388.679993
"2021-08-27" 385.149994 392.600006 378.529999 387.230011
"2021-08-30" 387.5 388.829987 380.369995 383.170013
"2021-08-31" 384.579987 387.670013 378.179993 387.309998
"2021-09-01" 389.519989 392 386.790009 387.459991
"2021-09-02" 387 387 379.76001 381.209991
"2021-09-03" 379.559998 384.269989 377.549988 382.109985
"2021-09-07" 383.48999 384.779999 378.709991 379.329987
"2021-09-08" 379.100006 380.390015 370.799988 376.299988
"2021-09-09" 376.190002 384.119995 373.079987 382.079987
"2021-09-10" 385 385.299988 374.339996 374.820007
"2021-09-13" 377.98999 377.98999 367.950012 372.290009
"2021-09-14" 374.570007 374.579987 368.709991 373.730011
"2021-09-15" 373.089996 378.940002 367.640015 375.929993
"2021-09-16" 375.5 383.660004 375.130005 382.320007
"2021-09-17" 380.459991 385.609985 377.880005 379.049988
"2021-09-20" 370.799988 373.100006 363.790009 369.73999
"2021-09-21" 371.329987 373.73999 367.220001 369.839996
"2021-09-22" 372.48999 377.559998 369.880005 375.850006
"2021-09-23" 379.350006 386.690002 377.880005 380.76001
"2021-09-24" 377.660004 384.299988 376.040009 382.130005
"2021-09-27" 382 387.959991 380.25 381.130005
"2021-09-28" 378.720001 380.720001 374.549988 378.140015
"2021-09-29" 380.859985 381.910004 377.029999 378.350006
"2021-09-30" 378.48999 378.48999 360.51001 360.920013
"2021-10-01" 361.920013 369.970001 359.649994 368.029999
"2021-10-04" 367 370.480011 363.519989 369.920013
"2021-10-05" 371.220001 378.390015 367.160004 373.769989
"2021-10-06" 371.25 374.089996 366.769989 368.209991
"2021-10-07" 372.079987 379.619995 370.549988 375.029999
"2021-10-08" 378.459991 383.059998 375.01001 378.369995
"2021-10-11" 379.200012 386.26001 378.690002 380.869995
"2021-10-12" 380.579987 388.559998 380.480011 386.920013
"2021-10-13" 387.959991 397.5 385.859985 395.309998
"2021-10-14" 400 407.679993 399.100006 403.910004
"2021-10-15" 407.980011 410 403.51001 405.720001
"2021-10-18" 404.51001 410.929993 402.320007 406.350006
"2021-10-19" 390.880005 398 360.660004 363.350006
"2021-10-20" 366.25 367.279999 355 358.149994
"2021-10-21" 357.950012 373.700012 357.950012 371.880005
"2021-10-22" 371.880005 373.609985 365.279999 371.450012
"2021-10-25" 371.450012 375.220001 368.369995 371
"2021-10-26" 371.720001 372.73999 363.279999 366.059998
"2021-10-27" 367.829987 373.589996 364.089996 369.790009
"2021-10-28" 370.73999 373.040009 369.529999 370.390015
"2021-10-29" 371.149994 373.450012 366.070007 367.359985
"2021-11-01" 369.130005 370.140015 363.380005 365.130005
"2021-11-02" 366.390015 374.529999 363.670013 371.859985
"2021-11-03" 372.769989 383.269989 370.679993 381.779999
"2021-11-04" 383.26001 387.559998 378.700012 381.070007
"2021-11-05" 385.869995 394.140015 382 391.850006
"2021-11-08" 391.640015 393 386.609985 388.109985
"2021-11-09" 389.170013 402.350006 388.720001 395.109985
"2021-11-10" 392.660004 397.470001 387.899994 391.339996
"2021-11-11" 392.940002 398.269989 392.01001 395.570007
"2021-11-12" 396.429993 400.809998 394.109985 396.5
"2021-11-15" 400 407.950012 398.149994 401.730011
"2021-11-16" 401.670013 417.850006 400.279999 413.859985
"2021-11-17" 413.140015 415.790009 401.329987 402.209991
"2021-11-18" 406.779999 407.720001 399.359985 405.649994
"2021-11-19" 406.350006 410.549988 400.100006 407.709991
"2021-11-22" 410.399994 414.709991 407.410004 411.769989
"2021-11-23" 409.839996 411.640015 397.429993 408.929993
"2021-11-24" 401.459991 409.970001 400.369995 409.559998
"2021-11-26" 394.049988 403.220001 393 399.529999
"2021-11-29" 407.359985 407.73999 397.029999 401.420013
"2021-11-30" 398.380005 399.940002 380.290009 383.950012
"2021-12-01" 390.089996 394.959991 369.51001 370.019989
"2021-12-02" 370.390015 384.529999 364.029999 383.640015
"2021-12-03" 402.420013 404 372.839996 378.809998
"2021-12-06" 383.709991 398.089996 381.100006 390.019989
"2021-12-07" 397.25 415.269989 392.529999 407.700012
"2021-12-08" 407.570007 414.26001 405.600006 412.089996
"2021-12-09" 411.26001 417.25 404.190002 404.410004
"2021-12-10" 402.779999 404.790009 396.01001 403.48999
"2021-12-13" 400.730011 405.309998 387.820007 388.290009
"2021-12-14" 382.540009 391.029999 380.769989 389.649994
"2021-12-15" 389.649994 395.920013 382.399994 394.609985
"2021-12-16" 399.309998 400 384.309998 385.170013
"2021-12-17" 383.230011 390.040009 376.320007 380.940002
"2021-12-20" 373.320007 373.320007 362.299988 365.820007
"2021-12-21" 369.769989 380.019989 368.950012 378.269989
"2021-12-22" 378.220001 388.269989 375.269989 387.910004
"2021-12-23" 389.679993 396.209991 388.049988 392.369995
"2021-12-27" 394.779999 405 393.5 403.839996
"2021-12-28" 405.380005 406.519989 397.540009 398.809998
"2021-12-29" 398.709991 406.429993 397.079987 405.299988
"2021-12-30" 404.690002 413.630005 404 404.790009
"2021-12-31" 404.75 414.649994 403.529999 412.339996
"2022-01-03" 413.700012 420.970001 409.709991 413.230011
"2022-01-04" 416.929993 422.429993 412.609985 418.73999
"2022-01-05" 416.619995 417.070007 401.200012 401.48999
"2022-01-06" 403.220001 405.149994 395.609985 400.48999
"2022-01-07" 398.559998 404.98999 393.630005 397.100006
"2022-01-10" 392.540009 393.170013 369.5 381.040009
"2022-01-11" 382.149994 387 372 384.440002
"2022-01-12" 386.570007 390.559998 380.109985 384.160004
"2022-01-13" 384.160004 388.730011 376.679993 378.149994
"2022-01-14" 377.450012 377.450012 364.5 374.480011
"2022-01-18" 368.380005 377 365.970001 372.970001
"2022-01-19" 374.820007 381.089996 371.470001 371.679993
"2022-01-20" 373.48999 379.48999 357.269989 359.109985
"2022-01-21" 357.019989 360.230011 348.630005 349.420013
"2022-01-24" 340.25 365.76001 336.290009 364.839996
"2022-01-25" 358.369995 359.390015 347.070007 352.73999
"2022-01-26" 361.600006 365.630005 350.299988 353.809998
"2022-01-27" 359.350006 363.029999 348.459991 351.579987
"2022-01-28" 351.679993 359.100006 346.929993 358.829987
"2022-01-31" 356.459991 364.850006 356.329987 363.73999
"2022-02-01" 364.369995 373.410004 361.839996 372.320007
"2022-02-02" 374.690002 375.470001 366.399994 371.690002
"2022-02-03" 366.23999 373.01001 363.790009 364.76001
"2022-02-04" 363.730011 369.619995 359.01001 365.730011
"2022-02-07" 366.25 372.230011 361.950012 364.26001
"2022-02-08" 367.329987 369.309998 357.809998 364.230011
"2022-02-09" 367.640015 376.820007 367.079987 376.040009
"2022-02-10" 371.079987 383.220001 370.859985 374.01001
"2022-02-11" 373.890015 375.920013 359.720001 362.170013
"2022-02-14" 363.679993 367.559998 357.269989 362.649994
"2022-02-15" 363.880005 379.769989 363.880005 379.649994
"2022-02-16" 377.619995 383.290009 376.350006 381.600006
"2022-02-17" 379.690002 380.670013 367.769989 369.119995
"2022-02-18" 368.429993 381.73999 367 375.829987
"2022-02-22" 372 379.839996 360.98999 368.130005
"2022-02-23" 371.679993 372.820007 352.880005 355.070007
"2022-02-24" 344.019989 373.670013 341.470001 373.089996
"2022-02-25" 372.959991 378.48999 366.859985 378.070007
"2022-02-28" 371.380005 377.98999 367.540009 374.5
"2022-03-01" 372.209991 375.76001 365.839996 369.01001
"2022-03-02" 371.779999 384 369.959991 381.5
"2022-03-03" 382.019989 383 367.029999 373.690002
"2022-03-04" 371.5 373.459991 361.950012 366.76001
"2022-03-07" 367.730011 369.709991 350.399994 350.839996
"2022-03-08" 354.279999 369.470001 350.100006 359.019989
"2022-03-09" 369.429993 376.329987 368.100006 373.309998
"2022-03-10" 367.359985 381.399994 364 379.369995
"2022-03-11" 385 389 366.429993 368.51001
"2022-03-14" 369.619995 371.579987 355.279999 357.519989
"2022-03-15" 361.429993 372.109985 360.600006 371.380005
"2022-03-16" 374.459991 390.970001 374.459991 385.51001
"2022-03-17" 385.579987 389.529999 381.350006 387.309998
"2022-03-18" 385.329987 392.579987 383.190002 391.230011
"2022-03-21" 390.459991 392.829987 379.070007 385.670013
"2022-03-22" 391.089996 398.589996 385.850006 389.75
"2022-03-23" 388 390.899994 383.440002 389.790009
"2022-03-24" 389.959991 396.619995 387.420013 395.839996
"2022-03-25" 398.299988 398.559998 391.769989 395.070007
"2022-03-28" 394.519989 396.109985 389.579987 395.480011
"2022-03-29" 399.959991 408.730011 398.480011 406.5
"2022-03-30" 401.299988 405.109985 398.51001 401.75
"2022-03-31" 403.140015 405.880005 397.890015 398.220001
"2022-04-01" 399 400.570007 384 388.220001
"2022-04-04" 387.179993 398.619995 385.48999 398.619995
"2022-04-05" 398.100006 404.459991 392.209991 398.350006
"2022-04-06" 394.25 394.440002 380.570007 391.209991
"2022-04-07" 389.769989 400 388.559998 398.779999
"2022-04-08" 397.209991 406 395.549988 401.549988
"2022-04-11" 401.630005 411.149994 399.369995 403.779999
"2022-04-12" 407.519989 415.25 404.579987 405.899994
"2022-04-13" 405.910004 418.799988 405.709991 415.5
"2022-04-14" 416.519989 421.23999 413.519989 415.649994
"2022-04-18" 414.190002 419.209991 411.98999 415.839996
"2022-04-19" 415.200012 431.059998 414.200012 428.369995
"2022-04-20" 430.970001 437.220001 429.160004 431.380005
"2022-04-21" 435 438.630005 419.920013 421.429993
"2022-04-22" 416.179993 418.579987 405.730011 406.51001
"2022-04-25" 404.76001 418.5 400.359985 418.140015
"2022-04-26" 412.589996 413.839996 406.559998 407.329987
"2022-04-27" 405.279999 411.589996 399.209991 402.779999
"2022-04-28" 407.890015 420.829987 403.640015 417.420013
"2022-04-29" 413.859985 414.190002 395.630005 396.799988
"2022-05-02" 398.609985 406.230011 393.390015 405.549988
"2022-05-03" 404.380005 404.450012 395.829987 401.230011
"2022-05-04" 401.529999 410 392.029999 408.640015
"2022-05-05" 401.839996 404 388.339996 396.630005
"2022-05-06" 394.630005 394.630005 382.049988 389.429993
"2022-05-09" 384.029999 396.329987 379.339996 381.089996
"2022-05-10" 389.410004 393 371.320007 380.869995
"2022-05-11" 379.779999 388.679993 374.350006 375.950012
"2022-05-12" 371.410004 384.149994 369.350006 377.850006
"2022-05-13" 385.690002 396.640015 384.839996 395.890015
"2022-05-16" 396.339996 399.339996 387.519989 393.160004
"2022-05-17" 398.799988 400.98999 387.959991 393.01001
"2022-05-18" 380.929993 383.019989 344 350.450012
"2022-05-19" 348.940002 357.829987 345.220001 351.309998
"2022-05-20" 354.829987 354.829987 333.049988 343.049988
"2022-05-23" 345.929993 349.019989 338.540009 346.649994
"2022-05-24" 342.480011 343.380005 330.799988 342.079987
"2022-05-25" 338.660004 356.25 337.079987 352.950012
"2022-05-26" 365.609985 382.399994 364.440002 377.959991
"2022-05-27" 417.5 425.390015 409 425.079987
"2022-05-31" 421.5 426.829987 409.48999 423.100006
"2022-06-01" 423.679993 426.73999 403.339996 407.320007
"2022-06-02" 408.220001 417.279999 404.859985 416.540009
"2022-06-03" 405.890015 414.450012 401.559998 404.410004
"2022-06-06" 409.98999 415.940002 402.519989 413.730011
"2022-06-07" 409.820007 422.869995 404.01001 421.019989
"2022-06-08" 420.679993 428.869995 415.529999 425.390015
"2022-06-09" 427.850006 429.480011 422.049988 422.350006
"2022-06-10" 413.380005 417.850006 407.690002 407.720001
"2022-06-13" 398 400 385.950012 391.769989
"2022-06-14" 395.290009 399.049988 389.880005 392.670013
"2022-06-15" 399.709991 410.149994 397.149994 405.609985
"2022-06-16" 397.079987 397.079987 387.279999 390.470001
"2022-06-17" 390.5 400.450012 389.01001 395.829987
"2022-06-21" 402.959991 406 397.829987 401.26001
"2022-06-22" 396.98999 403 394.649994 396.220001
"2022-06-23" 399.48999 401.640015 391.029999 395.910004
"2022-06-24" 400.559998 411.25 400.179993 410.540009
"2022-06-27" 410.480011 411.579987 399.329987 400.48999
"2022-06-28" 400.73999 405 385.799988 385.899994
"2022-06-29" 392.690002 393.399994 384.179993 391.640015
"2022-06-30" 383.049988 392.940002 378.359985 385.480011
"2022-07-01" 381.920013 385.369995 377.25 382.850006
"2022-07-05" 375.880005 378.48999 368.640015 378.470001
"2022-07-06" 377.429993 386.809998 374.579987 381.76001
"2022-07-07" 383.079987 387.980011 380.76001 383.640015
"2022-07-08" 383.880005 385.339996 376.790009 381.440002
"2022-07-11" 381.290009 387.450012 378.019989 383.269989
